maths_midsem,maths_quiz,maths_internal,maths_endsem,maths_total,science_midsem,science_quiz,science_internal,science_endsem,science_total,english_midsem,english_quiz,english_internal,english_endsem,english_total,hindi_midsem,hindi_quiz,hindi_internal,hindi_endsem,hindi_total,social_science_midsem,social_science_quiz,social_science_internal,social_science_endsem,social_science_total,computer_science_midsem,computer_science_quiz,computer_science_internal,computer_science_endsem,computer_science_total,attendance_score,overall_marks_avg,final_weighted_score,result
4,2,10,13,29,14,5,5,49,73,17,7,6,41,71,20,1,10,13,44,16,4,8,2,30,9,1,8,29,47,7.97,49.0,53.605,0
9,7,6,2,24,15,4,0,19,38,20,8,11,22,61,22,8,7,48,85,6,1,15,39,61,4,1,0,13,18,6.9,47.833333333333336,51.00833333333333,0
24,6,7,44,81,12,3,2,22,39,13,3,6,45,67,10,5,14,25,54,2,10,3,13,28,5,8,0,23,36,7.89,50.833333333333336,55.04333333333334,0
1,8,7,49,65,22,1,5,44,72,13,4,6,38,61,15,6,13,19,53,21,5,0,27,53,7,3,6,8,24,0.08,54.666666666666664,46.58666666666666,0
8,2,13,31,54,16,10,13,26,65,7,3,13,45,68,8,4,7,13,32,21,9,8,47,85,5,1,14,21,41,2.55,57.5,52.7,0
10,0,7,15,32,13,7,14,14,48,22,8,3,50,83,18,0,0,38,56,2,4,14,43,63,7,0,13,35,55,5.22,56.166666666666664,55.57166666666666,0
3,1,1,37,42,13,1,14,37,65,24,1,5,50,80,22,7,7,31,67,17,1,13,41,72,0,0,13,30,43,5.5,61.5,60.525,1
21,10,13,9,53,0,10,6,10,26,16,7,6,0,29,6,0,15,46,67,20,3,13,24,60,2,1,1,27,31,6.06,44.333333333333336,46.77333333333333,0
21,0,9,16,46,23,7,6,7,43,17,10,13,6,46,22,0,14,29,65,25,5,5,1,36,0,3,10,33,46,4.57,47.0,46.80499999999999,0
21,10,1,48,80,0,9,6,13,28,14,6,9,35,64,19,1,7,27,54,2,2,12,37,53,13,5,13,47,78,4.43,59.5,57.22,0
1,4,1,39,45,2,3,8,12,25,9,6,14,24,53,2,4,4,43,53,18,9,4,13,44,24,7,12,36,79,9.25,49.833333333333336,56.233333333333334,0
22,9,1,3,35,21,4,1,21,47,19,7,14,20,60,16,3,10,44,73,23,0,4,5,32,20,4,7,35,66,6.77,52.166666666666664,54.496666666666655,0
5,1,15,14,35,23,10,2,33,68,15,10,13,36,74,5,3,10,17,35,25,0,10,47,82,18,9,1,34,62,5.85,59.333333333333336,59.208333333333336,0
13,2,3,32,50,14,0,6,0,20,6,10,11,11,38,19,0,5,29,53,3,3,0,23,29,17,6,10,0,33,0.66,37.166666666666664,32.58166666666666,0
0,7,4,38,49,4,1,15,36,56,16,0,14,31,61,14,0,15,37,66,20,7,15,35,77,22,6,12,44,84,7.64,65.5,67.13499999999999,1
17,9,3,9,38,4,10,5,31,50,4,0,10,48,62,13,9,1,5,28,15,8,15,16,54,13,5,14,11,43,7.87,45.833333333333336,50.763333333333335,0
6,4,14,6,30,3,7,13,10,33,17,6,3,37,63,23,1,13,5,42,23,7,9,27,66,17,8,7,3,35,9.97,44.833333333333336,53.06333333333333,0
0,3,4,32,39,13,0,0,9,22,13,1,8,15,37,5,1,1,2,9,16,5,4,45,70,11,8,10,0,29,2.14,34.333333333333336,32.39333333333333,0
0,4,3,16,23,19,2,9,29,59,17,3,10,0,30,15,0,14,6,35,6,1,6,34,47,2,0,2,46,50,6.22,40.666666666666664,43.89666666666666,0
0,9,6,11,26,6,1,6,11,24,17,5,8,43,73,21,9,0,43,73,4,6,15,1,26,5,3,3,38,49,4.41,45.166666666666664,45.00666666666667,0
23,5,15,16,59,21,9,15,41,86,14,4,11,25,54,7,10,9,33,59,14,10,2,38,64,3,6,0,32,41,6.04,60.5,60.485,1
3,6,9,46,64,23,4,1,40,68,24,4,3,13,44,14,7,2,17,40,14,0,11,20,45,7,6,15,26,54,6.86,52.5,54.915,1
3,8,0,15,26,14,3,3,33,53,10,10,7,5,32,20,2,1,0,23,1,1,15,40,57,6,4,11,25,46,7.24,39.5,44.434999999999995,0
17,0,13,13,43,10,3,6,24,43,25,5,7,40,77,7,7,10,26,50,17,4,12,2,35,14,0,15,29,58,3.21,51.0,48.165,0
10,3,12,2,27,13,3,3,35,54,4,9,1,50,64,0,4,7,14,25,23,0,3,6,32,6,0,1,42,49,7.23,41.833333333333336,46.403333333333336,0
0,8,0,50,58,5,10,5,3,23,15,6,5,19,45,25,10,4,42,81,9,10,11,0,30,2,9,7,41,59,2.18,49.333333333333336,45.20333333333334,0
9,4,1,43,57,9,3,13,20,45,7,1,8,2,18,1,2,6,23,32,19,1,13,48,81,7,10,4,5,26,0.03,43.166666666666664,36.736666666666665,0
8,7,12,50,77,6,3,12,29,50,12,10,7,42,71,23,5,1,26,55,13,10,11,45,79,7,10,11,19,47,9.22,63.166666666666664,67.52166666666666,1
22,0,0,49,71,9,5,10,37,61,25,3,0,11,39,16,1,7,28,52,1,8,4,34,47,7,8,11,21,47,8.73,52.833333333333336,58.00333333333333,0
3,3,11,29,46,13,1,8,11,33,21,6,4,32,63,4,10,0,19,33,9,3,8,34,54,10,9,14,38,71,6.64,50.0,52.46,0
5,8,14,45,72,25,3,4,38,70,16,4,15,48,83,11,0,3,39,53,25,1,2,48,76,10,8,6,5,29,7.92,63.833333333333336,66.13833333333334,0
15,0,9,40,64,4,6,2,24,36,25,10,12,49,96,4,8,6,29,47,7,5,2,15,29,3,1,13,7,24,4.09,49.333333333333336,48.068333333333335,0
1,0,11,34,46,21,6,5,18,50,8,9,12,44,73,1,2,14,43,60,11,5,7,0,23,2,10,2,41,55,1.12,51.166666666666664,45.17166666666666,0
22,3,11,25,61,0,0,3,1,4,14,8,4,0,26,13,6,10,17,46,14,4,8,1,27,18,2,11,18,49,6.71,35.5,40.24,0
17,2,9,11,39,18,9,8,21,56,6,5,8,18,37,11,8,0,36,55,21,7,4,1,33,18,0,14,19,51,7.14,45.166666666666664,49.10166666666667,0
9,6,12,30,57,7,8,1,29,45,17,3,1,1,22,1,3,2,18,24,8,1,8,2,19,20,8,1,1,30,8.65,32.833333333333336,40.88333333333333,0
23,10,13,16,62,18,6,9,50,83,13,10,4,22,49,16,8,15,14,53,20,0,13,41,74,4,7,8,46,65,2.92,64.33333333333333,59.06333333333333,1
23,2,10,36,71,16,10,4,35,65,7,10,15,44,76,3,3,2,48,56,16,7,3,34,60,11,9,3,38,61,8.18,64.83333333333333,67.37833333333333,1
16,0,2,7,25,18,5,12,2,37,1,9,0,7,17,12,1,4,22,39,2,1,14,31,48,24,8,4,48,84,8.12,41.666666666666664,47.596666666666664,0
12,10,5,18,45,15,1,8,22,46,17,3,7,33,60,5,5,2,42,54,4,6,13,15,38,16,3,4,50,73,1.27,52.666666666666664,46.67166666666667,0
23,9,15,25,72,3,5,9,3,20,3,2,7,3,15,2,8,11,5,26,9,9,15,44,77,16,8,10,40,74,1.9,47.333333333333336,43.083333333333336,0
17,1,9,3,30,7,4,6,27,44,23,5,1,7,36,25,2,3,49,79,4,0,7,48,59,20,7,6,26,59,2.41,51.166666666666664,47.10666666666666,0
21,9,10,14,54,24,8,14,13,59,22,7,9,26,64,3,1,5,45,54,22,7,7,1,37,1,2,3,6,12,5.02,46.666666666666664,47.196666666666665,0
12,3,5,50,70,3,0,4,5,12,1,0,12,25,38,7,4,3,37,51,4,4,11,36,55,11,2,1,2,16,1.68,40.333333333333336,36.803333333333335,0
16,0,0,46,62,12,4,7,5,28,9,1,0,32,42,1,6,0,39,46,8,9,6,50,73,11,9,7,29,56,2.1,51.166666666666664,46.64166666666666,0
4,0,5,13,22,6,2,1,40,49,5,3,2,42,52,8,10,6,43,67,23,3,6,11,43,21,6,14,25,66,2.19,49.833333333333336,45.64333333333333,0
10,7,15,29,61,0,8,3,36,47,10,6,8,39,63,9,5,7,29,50,4,4,4,1,13,2,8,4,2,16,1.53,41.666666666666664,37.711666666666666,0
6,6,4,47,63,8,0,12,6,26,19,1,6,44,70,21,3,6,48,78,21,5,14,23,63,12,2,1,42,57,0.65,59.5,51.55,0
9,7,6,41,63,3,5,5,12,25,9,10,6,47,72,12,8,4,9,33,22,5,2,1,30,3,3,3,35,44,2.44,44.5,41.48499999999999,0
16,3,5,23,47,13,2,6,0,21,16,9,9,39,73,24,0,6,29,59,22,2,0,1,25,19,0,0,27,46,3.93,45.166666666666664,44.28666666666667,0
14,5,11,45,75,8,0,10,23,41,23,7,3,49,82,16,9,6,0,31,13,8,14,28,63,21,7,15,40,83,6.35,62.5,62.65,0
17,2,11,42,72,2,10,7,33,52,7,2,14,2,25,3,0,0,28,31,8,2,0,1,11,20,7,6,5,38,0.61,38.166666666666664,33.35666666666666,0
22,10,6,33,71,14,2,12,9,37,5,1,4,8,18,22,6,7,24,59,18,5,14,14,51,25,3,11,44,83,2.58,53.166666666666664,49.06166666666666,0
21,7,1,18,47,4,1,3,5,13,15,6,6,9,36,9,4,8,30,51,20,6,8,41,75,14,6,15,1,36,3.92,43.0,42.43,0
18,3,11,2,34,0,9,8,3,20,9,10,1,28,48,24,3,11,14,52,22,10,10,37,79,11,1,12,26,50,3.85,47.166666666666664,45.86666666666666,0
25,2,0,3,30,10,7,6,7,30,22,9,14,20,65,11,4,0,16,31,5,8,0,50,63,14,5,7,17,43,8.78,43.666666666666664,50.28666666666667,0
1,3,13,10,27,18,2,1,45,66,18,8,2,41,69,16,2,10,7,35,3,9,0,44,56,14,1,12,4,31,1.3,47.333333333333336,42.18333333333334,0
25,5,6,12,48,4,10,14,47,75,24,3,2,49,78,0,0,14,39,53,3,0,12,20,35,1,1,2,1,5,1.33,49.0,43.644999999999996,0
3,10,8,49,70,21,6,15,14,56,3,1,10,17,31,2,8,9,9,28,14,9,2,18,43,3,4,7,31,45,1.01,45.5,40.19,0
2,6,1,17,26,23,9,13,44,89,1,8,6,16,31,5,4,10,45,64,4,6,0,15,25,15,10,11,1,37,4.35,45.333333333333336,45.05833333333333,0
6,6,11,18,41,16,5,8,11,40,19,9,6,20,54,4,9,15,14,42,12,0,14,6,32,4,9,3,21,37,0.27,41.0,35.255,0
23,3,6,43,75,18,6,6,38,68,1,4,10,2,17,11,5,14,41,71,12,0,1,28,41,4,7,7,10,28,0.46,50.0,43.19,0
17,7,2,32,58,16,10,4,46,76,11,9,5,26,51,10,7,0,27,44,18,4,4,18,44,9,7,12,34,62,9.9,55.833333333333336,62.30833333333334,1
9,6,5,37,57,4,6,2,5,17,3,6,0,31,40,20,9,12,25,66,4,3,0,32,39,17,7,6,4,34,3.11,42.166666666666664,40.50666666666666,0
6,1,2,2,11,23,9,8,20,60,15,9,9,41,74,8,5,14,19,46,13,8,13,23,57,16,0,10,49,75,5.54,53.833333333333336,54.06833333333333,0
7,7,12,48,74,19,0,6,45,70,1,4,10,28,43,14,9,2,12,37,14,3,4,50,71,6,10,11,35,62,0.95,59.5,51.99999999999999,0
5,8,9,34,56,8,3,2,31,44,15,4,14,46,79,13,2,7,30,52,17,3,14,48,82,2,1,8,25,36,4.49,58.166666666666664,56.17666666666666,0
21,4,12,0,37,21,3,4,31,59,14,5,7,28,54,18,7,8,50,83,7,3,11,18,39,4,5,13,32,54,4.46,54.333333333333336,52.873333333333335,0
25,3,10,34,72,5,4,14,26,49,13,4,9,25,51,12,1,12,13,38,16,3,15,4,38,8,4,2,33,47,7.74,49.166666666666664,53.401666666666664,0
0,3,10,35,48,20,9,2,46,77,10,7,14,8,39,20,6,11,28,65,17,8,8,36,69,1,5,8,1,15,8.75,52.166666666666664,57.46666666666666,0
3,3,10,37,53,12,4,2,10,28,14,10,15,26,65,6,5,1,13,25,7,1,8,24,40,23,8,9,33,73,3.52,47.333333333333336,45.513333333333335,0
13,5,4,38,60,25,7,11,21,64,23,10,9,11,53,10,10,0,39,59,13,7,0,2,22,20,10,3,45,78,1.37,56.0,49.655,0
16,10,14,24,64,20,3,6,35,64,5,3,14,15,37,1,1,13,13,28,4,3,10,27,44,6,0,6,10,22,2.34,43.166666666666664,40.20166666666666,0
19,3,1,39,62,10,0,8,22,40,23,2,3,46,74,22,3,10,19,54,17,4,15,25,61,22,6,3,2,33,3.75,54.0,51.525,0
17,6,7,12,42,22,4,4,36,66,15,2,7,1,25,0,2,9,40,51,6,8,4,10,28,3,2,0,14,19,1.34,38.5,34.735,0
10,6,13,3,32,23,0,11,22,56,0,1,6,50,57,6,0,3,34,43,17,0,14,10,41,22,8,5,15,50,1.41,46.5,41.64,0
20,4,7,5,36,22,2,10,26,60,24,7,0,38,69,1,2,11,4,18,18,0,13,6,37,21,10,15,5,51,1.32,45.166666666666664,40.37166666666666,0
25,4,6,10,45,0,7,3,33,43,10,6,6,26,48,22,6,1,14,43,18,1,8,25,52,10,7,7,12,36,1.97,44.5,40.779999999999994,0
13,9,5,0,27,16,9,3,19,47,13,5,3,8,29,18,10,8,12,48,15,5,0,46,66,24,3,10,4,41,3.07,43.0,41.154999999999994,0
8,7,0,7,22,25,4,2,14,45,1,1,4,45,51,13,5,8,0,26,14,10,12,3,39,10,9,9,0,28,6.66,35.166666666666664,39.88166666666666,0
14,6,7,33,60,5,6,12,41,64,23,1,12,1,37,10,2,4,6,22,23,1,10,18,52,9,5,11,36,61,4.73,49.333333333333336,49.028333333333336,0
11,6,0,39,56,2,0,14,3,19,15,9,5,41,70,4,1,4,11,20,10,7,9,33,59,3,2,9,13,27,5.6,41.833333333333336,43.958333333333336,0
9,5,7,8,29,15,5,7,28,55,3,0,4,6,13,10,5,8,31,54,1,7,7,9,24,5,4,8,32,49,5.47,37.333333333333336,39.93833333333333,0
18,6,10,35,69,12,7,9,39,67,13,9,15,7,44,13,6,10,20,49,6,3,7,1,17,3,1,4,45,53,9.67,49.833333333333336,56.86333333333333,0
23,6,1,48,78,11,5,11,10,37,15,1,11,37,64,8,1,15,11,35,24,2,11,6,43,8,5,2,38,53,5.25,51.666666666666664,51.791666666666664,0
18,9,7,38,72,24,3,0,48,75,14,8,1,5,28,0,6,6,35,47,25,4,13,43,85,10,1,10,30,51,5.82,59.666666666666664,59.44666666666666,0
5,1,9,41,56,10,10,2,6,28,1,0,15,18,34,5,2,11,32,50,20,5,7,34,66,15,6,2,1,24,7.67,43.0,48.055,0
19,9,11,36,75,22,7,1,10,40,12,9,7,14,42,6,5,14,3,28,0,8,4,31,43,9,2,1,49,61,6.42,48.166666666666664,50.571666666666665,0
23,1,3,41,68,1,7,15,41,64,16,3,7,44,70,12,4,12,50,78,4,9,4,14,31,16,6,7,18,47,1.16,59.666666666666664,52.45666666666666,0
5,9,6,43,63,18,5,11,32,66,19,1,13,27,60,9,0,1,48,58,14,6,9,11,40,17,3,3,38,61,0.7,58.0,50.349999999999994,1
7,6,15,20,48,7,7,15,29,58,9,4,4,29,46,24,8,5,8,45,18,10,0,46,74,14,0,10,1,25,0.54,49.333333333333336,42.74333333333334,0
0,9,4,19,32,12,5,10,31,58,14,9,13,26,62,19,3,5,38,65,6,2,7,43,58,12,8,14,50,84,3.68,59.833333333333336,56.37833333333334,0
21,6,15,37,79,13,3,10,39,65,16,7,4,9,36,8,4,9,6,27,25,8,1,12,46,23,4,0,12,39,2.38,48.666666666666664,44.93666666666666,0
16,6,7,0,29,14,10,11,36,71,7,0,11,44,62,16,2,0,17,35,16,5,13,42,76,20,10,3,25,58,8.62,55.166666666666664,59.821666666666665,0
16,4,11,34,65,16,5,6,12,39,1,8,6,30,45,3,6,1,22,32,6,10,14,7,37,5,3,8,30,46,8.94,44.0,50.809999999999995,0
23,0,14,27,64,14,8,5,6,33,23,6,1,0,30,13,9,1,35,58,23,1,8,38,70,11,3,11,27,52,4.46,51.166666666666664,50.18166666666666,0
14,1,5,6,26,20,7,13,23,63,25,4,4,49,82,5,3,0,19,27,18,1,8,20,47,21,6,5,14,46,5.14,48.5,48.935,0
6,8,13,42,69,9,6,0,10,25,0,4,0,31,35,22,3,15,30,70,14,4,8,26,52,16,1,9,7,33,1.91,47.333333333333336,43.098333333333336,0
18,7,14,43,82,0,4,2,30,36,22,8,15,15,60,0,8,5,24,37,24,1,14,16,55,22,8,4,44,78,0.74,58.0,50.41,0
21,7,4,8,40,11,6,10,43,70,22,8,12,5,47,10,2,14,35,61,23,0,10,10,43,17,5,2,0,24,2.67,47.5,44.38,0
24,9,0,0,33,8,0,3,13,24,4,1,3,1,9,10,4,13,2,29,24,7,7,7,45,6,5,0,37,48,2.5,31.333333333333332,30.383333333333333,0
22,0,2,35,59,22,7,9,43,81,2,7,11,41,61,16,2,14,19,51,14,5,6,31,56,13,10,6,45,74,5.84,63.666666666666664,62.87666666666666,1
2,5,9,33,49,4,4,10,25,43,21,4,7,1,33,24,1,2,24,51,16,1,14,9,40,10,1,8,27,46,3.11,43.666666666666664,41.781666666666666,0
21,8,8,33,70,21,6,6,0,33,10,1,0,2,13,6,5,8,29,48,23,9,15,34,81,9,3,1,31,44,1.53,48.166666666666664,43.236666666666665,0
10,7,14,16,47,14,6,2,5,27,15,8,14,18,55,8,7,7,50,72,24,8,9,27,68,20,1,1,50,72,9.26,56.833333333333336,62.19833333333334,0
19,2,13,31,65,2,7,3,30,42,20,3,9,3,35,15,4,11,20,50,13,10,2,31,56,19,7,5,50,81,0.51,54.833333333333336,47.373333333333335,0
18,3,8,1,30,18,6,13,42,79,8,4,0,40,52,20,1,6,47,74,2,8,10,3,23,8,7,12,29,56,6.5,52.333333333333336,54.233333333333334,0
8,2,4,35,49,6,5,10,42,63,3,6,13,42,64,8,4,13,34,59,21,7,9,49,86,8,3,0,46,57,3.28,63.0,58.47,1
9,5,2,24,40,6,5,6,11,28,8,1,12,17,38,4,9,4,34,51,19,6,15,26,66,5,5,15,32,57,6.58,46.666666666666664,49.53666666666666,0
1,8,5,42,56,6,4,3,0,13,13,4,3,17,37,5,5,2,29,41,3,0,1,38,42,0,7,14,48,69,4.48,43.0,43.269999999999996,0
0,7,4,50,61,1,4,8,5,18,9,7,9,46,71,7,0,14,15,36,21,8,8,42,79,0,8,5,36,49,9.77,52.333333333333336,59.138333333333335,0
15,9,14,25,63,1,3,11,28,43,21,10,15,45,91,8,2,10,22,42,4,10,12,17,43,9,4,7,18,38,1.7,53.333333333333336,47.88333333333333,0
17,3,0,44,64,11,6,14,29,60,15,0,4,44,63,25,6,6,10,47,7,2,12,31,52,17,7,11,7,42,1.56,54.666666666666664,48.806666666666665,1
22,1,1,25,49,4,10,5,12,31,8,10,8,45,71,12,8,5,11,36,6,2,15,4,27,17,10,12,18,57,2.92,45.166666666666664,42.77166666666667,0
25,7,11,20,63,3,2,1,29,35,2,7,14,20,43,2,7,1,34,44,14,10,5,36,65,9,4,0,33,46,2.41,49.333333333333336,45.54833333333334,0
16,7,4,17,44,6,4,10,11,31,0,1,13,20,34,17,3,4,4,28,11,1,3,27,42,15,4,11,28,58,7.3,39.5,44.52499999999999,0
5,10,13,28,56,15,2,0,9,26,21,3,4,38,66,4,5,4,38,51,13,5,8,38,64,7,10,7,2,26,5.1,48.166666666666664,48.59166666666666,0
13,5,8,50,76,2,7,7,38,54,19,10,0,29,58,21,9,2,40,72,11,8,9,12,40,10,2,4,36,52,4.43,58.666666666666664,56.511666666666656,1
22,7,11,23,63,20,4,10,9,43,10,2,14,40,66,23,10,11,43,87,14,7,5,21,47,11,0,13,43,67,4.17,62.166666666666664,59.096666666666664,1
24,8,3,46,81,1,10,2,17,30,25,1,10,16,52,19,8,11,37,75,14,2,13,26,55,18,4,2,24,48,5.88,56.833333333333336,57.12833333333334,0
14,0,8,27,49,16,9,6,5,36,19,9,2,4,34,0,6,1,21,28,7,3,13,8,31,0,5,11,44,60,9.93,39.666666666666664,48.611666666666665,0
13,8,2,11,34,8,5,15,7,35,19,9,3,4,35,12,9,1,16,38,25,7,15,26,73,5,8,8,39,60,6.35,45.833333333333336,48.483333333333334,0
23,1,0,10,34,19,0,13,19,51,0,1,14,8,23,19,10,14,20,63,18,2,4,50,74,23,6,12,8,49,8.3,49.0,54.099999999999994,0
21,0,5,26,52,7,10,3,40,60,4,9,6,10,29,25,1,11,26,63,11,3,3,16,33,14,10,10,7,41,6.26,46.333333333333336,48.77333333333333,0
2,7,14,22,45,11,3,2,15,31,8,5,1,37,51,23,5,4,44,76,10,8,7,11,36,10,10,1,42,63,8.26,50.333333333333336,55.17333333333333,0
23,7,9,32,71,6,8,13,1,28,2,2,3,47,54,17,7,15,12,51,20,8,12,11,51,12,9,5,6,32,5.35,47.833333333333336,48.68333333333333,0
22,10,13,15,60,13,4,8,10,35,11,9,7,39,66,9,0,11,29,49,20,8,15,34,77,5,8,1,45,59,0.91,57.666666666666664,50.38166666666667,0
18,3,6,27,54,15,0,14,23,52,17,3,4,13,37,23,10,10,45,88,17,10,2,27,56,3,7,5,12,27,4.14,52.333333333333336,50.693333333333335,0
24,7,3,27,61,0,3,5,18,26,1,3,5,37,46,19,0,0,14,33,4,9,6,29,48,24,9,4,46,83,9.59,49.5,56.459999999999994,0
11,6,9,44,70,9,5,5,3,22,9,1,2,5,17,17,0,5,17,39,21,6,14,26,67,9,9,15,50,83,7.75,49.666666666666664,53.84166666666666,0
1,1,4,37,43,10,6,5,2,23,6,3,3,13,25,3,3,14,42,62,6,10,0,42,58,7,9,10,32,58,6.83,44.833333333333336,48.35333333333333,0
2,4,3,5,14,6,6,14,14,40,21,1,8,7,37,0,1,8,10,19,20,1,15,31,67,13,7,4,40,64,1.59,40.166666666666664,36.526666666666664,0
17,9,15,41,82,17,7,12,39,75,17,3,1,29,50,25,6,0,37,68,24,4,5,37,70,16,7,5,31,59,0.84,67.33333333333333,58.493333333333325,1
0,3,2,28,33,18,4,13,3,38,15,7,2,0,24,6,3,12,6,27,20,9,8,39,76,5,2,6,20,33,2.66,38.5,36.715,0
19,2,0,33,54,13,5,2,42,62,12,8,1,24,45,14,6,15,40,75,17,6,5,5,33,23,9,10,20,62,7.4,55.166666666666664,57.99166666666667,0
20,0,12,2,34,16,10,5,16,47,0,3,1,12,16,13,9,15,33,70,7,3,13,30,53,3,1,13,50,67,6.56,47.833333333333336,50.49833333333333,0
5,4,15,5,29,22,10,3,8,43,6,3,10,26,45,2,10,11,31,54,12,8,13,0,33,8,5,10,31,54,0.65,43.0,37.525,0
4,9,5,47,65,18,1,1,24,44,10,6,8,24,48,19,1,2,12,34,14,10,2,42,68,14,1,7,15,37,0.63,49.333333333333336,42.87833333333334,0
0,7,9,37,53,21,9,2,0,32,5,0,14,3,22,18,2,10,15,45,22,7,3,20,52,24,2,15,47,88,3.04,48.666666666666664,45.92666666666666,0
18,8,4,12,42,12,1,13,39,65,20,6,7,46,79,7,0,9,25,41,23,7,9,11,50,17,2,9,47,75,9.7,58.666666666666664,64.41666666666666,1
0,6,15,35,56,22,2,13,1,38,4,8,6,30,48,18,8,4,39,69,23,9,13,11,56,24,4,11,4,43,1.49,51.666666666666664,46.151666666666664,0
20,10,15,14,59,2,3,3,44,52,9,3,13,48,73,22,10,14,40,86,4,8,9,36,57,18,4,4,35,61,4.12,64.66666666666667,61.14666666666667,1
20,0,15,5,40,1,5,15,32,53,2,1,8,17,28,17,5,2,33,57,14,8,10,45,77,22,10,6,22,60,6.27,52.5,54.03,0
15,0,10,32,57,24,5,10,21,60,14,3,14,16,47,25,10,1,20,56,1,1,13,21,36,9,1,2,20,32,5.78,48.0,49.47,0
11,0,0,40,51,8,2,12,41,63,11,1,7,10,29,24,9,12,17,62,4,4,10,37,55,13,5,8,23,49,3.66,51.5,49.265,0
21,1,4,11,37,6,0,12,11,29,4,9,8,11,32,13,9,15,19,56,2,0,13,50,65,6,4,9,5,24,2.11,40.5,37.589999999999996,0
7,0,5,42,54,13,2,0,26,41,13,6,1,2,22,5,6,2,11,24,24,4,8,15,51,1,9,8,3,21,9.31,35.5,44.14,0
25,3,9,12,49,4,3,12,10,29,11,5,6,14,36,18,10,11,20,59,20,7,12,11,50,6,5,2,9,22,0.43,40.833333333333336,35.35333333333334,0
15,9,4,32,60,19,8,14,41,82,21,10,8,5,44,11,3,6,39,59,22,6,7,38,73,3,1,14,11,29,1.15,57.833333333333336,50.88333333333333,0
0,8,0,50,58,14,9,6,13,42,10,1,12,4,27,14,3,10,31,58,3,7,11,44,65,7,5,2,41,55,1.08,50.833333333333336,44.82833333333333,0
3,3,13,27,46,19,7,15,13,54,22,5,13,30,70,23,9,6,41,79,25,7,3,13,48,7,6,11,29,53,4.76,58.333333333333336,56.723333333333336,1
9,3,4,35,51,0,3,11,39,53,22,8,12,7,49,23,9,13,8,53,5,4,6,8,23,24,7,9,0,40,6.95,44.833333333333336,48.53333333333333,0
10,6,9,4,29,19,6,4,42,71,12,10,8,9,39,21,7,13,46,87,14,5,13,1,33,22,7,13,18,60,4.87,53.166666666666664,52.49666666666666,0
16,10,0,24,50,6,8,11,21,46,9,7,7,2,25,3,0,4,10,17,3,10,12,28,53,1,0,1,48,50,6.77,40.166666666666664,44.29666666666667,0
24,8,10,16,58,4,1,10,8,23,9,8,0,11,28,18,10,1,10,39,21,1,13,34,69,22,9,14,36,81,8.32,49.666666666666664,54.69666666666666,0
22,6,2,36,66,24,2,8,14,48,23,4,2,27,56,24,6,12,37,79,3,3,9,21,36,3,0,9,21,33,0.31,53.0,45.515,0
6,0,11,18,35,3,0,13,32,48,20,9,7,11,47,4,3,0,27,34,1,2,11,4,18,23,2,12,1,38,9.5,36.666666666666664,45.416666666666664,0
11,0,12,34,57,10,7,5,18,40,13,1,15,41,70,3,3,14,16,36,24,9,0,4,37,7,9,1,1,18,7.96,43.0,48.489999999999995,0
20,3,1,42,66,18,1,13,30,62,19,4,2,29,54,8,7,2,32,49,14,4,10,43,71,0,7,11,38,56,1.95,59.666666666666664,53.64166666666666,1
6,3,12,33,54,5,6,7,17,35,15,9,3,18,45,22,5,6,48,81,15,4,12,49,80,15,5,14,41,75,5.92,61.666666666666664,61.29666666666667,0
11,0,0,45,56,19,6,8,11,44,11,2,9,20,42,18,4,0,33,55,13,8,9,19,49,23,1,15,18,57,4.8,50.5,50.125,1
14,5,3,5,27,17,10,5,39,71,22,10,1,16,49,5,8,14,23,50,7,10,5,32,54,25,3,4,38,70,3.36,53.5,50.515,0
1,9,1,18,29,4,2,12,36,54,17,3,2,13,35,7,1,6,20,34,19,6,7,43,75,11,2,0,6,19,9.2,41.0,48.65,0
13,1,4,0,18,19,1,6,44,70,23,6,4,38,71,20,6,5,42,73,21,0,13,4,38,11,10,14,30,65,6.45,55.833333333333336,57.13333333333333,0
12,10,9,6,37,14,2,5,48,69,3,1,11,50,65,1,1,15,41,58,21,6,12,6,45,19,6,14,17,56,4.36,55.0,53.29,0
3,4,0,33,40,20,7,5,0,32,9,5,10,10,34,7,4,13,34,58,18,0,12,4,34,12,2,14,0,28,7.77,37.666666666666664,43.67166666666667,0
13,7,11,18,49,24,8,1,33,66,0,10,15,28,53,10,2,3,36,51,20,8,4,0,32,17,4,15,0,36,4.18,47.833333333333336,46.92833333333333,0
13,2,9,32,56,19,10,14,6,49,17,0,5,49,71,1,8,9,10,28,19,6,0,18,43,25,7,4,17,53,9.78,50.0,57.17,0
15,8,0,25,48,5,7,4,1,17,14,9,5,6,34,13,5,5,31,54,12,7,6,8,33,23,0,0,37,60,5.94,41.0,43.760000000000005,0
6,6,10,40,62,3,10,5,21,39,16,2,6,48,72,16,5,3,38,62,22,8,1,16,47,14,8,2,2,26,0.99,51.333333333333336,45.11833333333333,0
18,8,9,48,83,16,1,9,3,29,20,10,11,0,41,4,2,4,25,35,4,1,15,38,58,3,2,8,17,30,5.79,46.0,47.785,0
1,0,3,41,45,14,8,4,44,70,0,6,9,40,55,4,8,2,17,31,21,3,10,8,42,25,5,6,21,57,6.58,50.0,52.37,0
